title,domain,score,country_code,reg_dtime
Just a moment...,http://credi-autos-rd.info,Critical,,2026-06-11 02:20:02 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.lokalna-ofeta2121.sbs,Low,PL,2026-06-11 02:20:23 (UTC)
404 Error: Page Not Found | Wix Studio,http://appshyperliquid.wixstudio.com,Low,US,2026-06-11 02:21:04 (UTC)
Suspected Phishing | Cloudflare,http://t9jz-rz7w-mzfi.rsadler.workers.dev,Low,,2026-06-11 02:21:25 (UTC)
블로그를 찾을 수 없습니다.,http://www.getrobux16win.blogspot.com,Low,US,2026-06-11 02:21:57 (UTC)
404 Error: Page Not Found | Wix Studio,http://nowledger.wixstudio.com,Low,US,2026-06-11 02:22:18 (UTC)
404 Error: Page Not Found | Wix Studio,http://apps-htxoauth.wixstudio.com,Low,US,2026-06-11 02:22:49 (UTC)
,http://considerate-cyan-crocodile.31-22-7-7.cpanel.site,Low,GB,2026-06-11 02:23:10 (UTC)
Suspected Phishing | Cloudflare,http://sp10ct6-platix-biz-glurnor-vraltex.pages.dev,Low,,2026-06-11 02:23:41 (UTC)
Suspected Phishing | Cloudflare,http://cadastronetempresa.digital,Critical,,2026-06-11 02:24:02 (UTC)
Suspected Phishing | Cloudflare,http://sp10ct6-trurnor-biz-qurnex-fraltem.pages.dev,Low,,2026-06-11 02:24:23 (UTC)
Suspected Phishing | Cloudflare,http://ldgrinyhgj.azalea1.workers.dev,Low,,2026-06-11 02:24:43 (UTC)
404 Error: Page Not Found | Wix Studio,http://io-starts-moonpay.wixstudio.com,Low,US,2026-06-11 02:25:04 (UTC)
404 Error: Page Not Found | Wix Studio,http://strtedndaxxapp.wixstudio.com,Low,US,2026-06-11 02:25:25 (UTC)
블로그를 찾을 수 없습니다.,http://www.program-resmi189.blogspot.com,Low,US,2026-06-11 02:25:46 (UTC)
404 Error: Page Not Found | Wix Studio,http://www-global-trezer.wixstudio.com,Low,US,2026-06-11 02:26:17 (UTC)
Suspected Phishing | Cloudflare,http://sp10ct6-glarnex-biz-slurnik-vrolax.pages.dev,Low,,2026-06-11 02:26:38 (UTC)
Site not found · GitHub Pages,http://peteradedokun1.github.io,Low,US,2026-06-11 02:26:58 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.lokalna-aukcja699021.shop,Low,US,2026-06-11 02:27:30 (UTC)
404: NOT_FOUND,http://www.global-package-tracking.vercel.app,Low,US,2026-06-11 02:28:21 (UTC)
404 Error: Page Not Found | Wix Studio,http://ladger-live-desktop.wixstudio.com,Low,US,2026-06-11 02:28:42 (UTC)
404 Error: Page Not Found | Wix Studio,http://ssostarts-trexocdn.wixstudio.com,Low,US,2026-06-11 02:29:03 (UTC)
404 Error: Page Not Found | Wix Studio,http://io-coin-tracker.wixstudio.com,Low,US,2026-06-11 02:29:23 (UTC)
Suspected Phishing | Cloudflare,http://bradesco.suportepjrapido.click,Critical,,2026-06-11 02:29:44 (UTC)
404 Error: Page Not Found | Wix Studio,http://us-meteoraa.wixstudio.com,Low,US,2026-06-11 02:30:16 (UTC)
404 Error: Page Not Found | Wix Studio,http://io-metereocdn.wixstudio.com,Low,US,2026-06-11 02:30:36 (UTC)
My Framer Site,http://capable-life-158394.framer.app,Low,UA,2026-06-11 02:31:08 (UTC)
