title,domain,score,country_code,reg_dtime
Suspected phishing site | Cloudflare,http://okx-web3-tron-usdt-trc20-000000893.pages.dev,Low,,2026-04-08 02:20:45 (UTC)
dpd.sendready.cfd,http://dpd.sendready.cfd,Critical,,2026-04-08 02:21:20 (UTC)
404 Error: Page Not Found | Wix Studio,http://trezsuit-eng.wixstudio.com,Low,US,2026-04-08 02:21:52 (UTC)
502 Bad Gateway,http://dc.gov-zci.click,Critical,SG,2026-04-08 02:22:34 (UTC)
Attention Required! | Cloudflare,http://clickbus.portaldigital.vip,Critical,,2026-04-08 02:23:09 (UTC)
404 Error: Page Not Found | Wix Studio,http://trzzsuiited.wixstudio.com,Low,US,2026-04-08 02:23:45 (UTC)
502 Bad Gateway,http://gov-lka.cc,Critical,SG,2026-04-08 02:24:50 (UTC)
Ecount WebMail - Login,http://www.hapina-eta.vercel.app,Low,US,2026-04-08 02:25:30 (UTC)
502 Bad Gateway,http://gov-zae.click,Critical,SG,2026-04-08 02:26:27 (UTC)
Suspected phishing site | Cloudflare,http://trezr-docs-io.pages.dev,Low,,2026-04-08 02:26:58 (UTC)
Page not found,http://formulario-digital-mlpn-2026.cr-web.workers.dev,Low,,2026-04-08 02:27:30 (UTC)
404 Error: Page Not Found | Wix Studio,http://opnlgrlive.wixstudio.com,Low,US,2026-04-08 02:28:03 (UTC)
502 Bad Gateway,http://gov-zad.click,Critical,SG,2026-04-08 02:29:29 (UTC)
404 Error: Page Not Found | Wix Studio,http://connect-suitee.wixstudio.com,Low,US,2026-04-08 02:30:26 (UTC)
Contact - Official Apple,http://hgts.work.gd,Low,GB,2026-04-08 02:31:06 (UTC)
potvrdanarudzbe648242.info | 504: Gateway time-out,http://dpd-potvrda.potvrdanarudzbe648242.info,Critical,,2026-04-08 02:31:37 (UTC)
404 Error: Page Not Found | Wix Studio,http://open-legrerlive.wixstudio.com,Low,US,2026-04-08 02:32:09 (UTC)
502 Bad Gateway,http://gov-zaz.click,Critical,SG,2026-04-08 02:33:31 (UTC)
"One moment, please...",http://support.apple.comfind.app,Critical,US,2026-04-08 02:34:07 (UTC)
Suspected phishing site | Cloudflare,http://solveultimateuniefiedverse.pages.dev,Low,,2026-04-08 02:34:42 (UTC)
502 Bad Gateway,http://gov-zsr.click,Critical,SG,2026-04-08 02:35:26 (UTC)
Deployment Unavailable,http://uivasorte.vercel.app,Low,US,2026-04-08 02:35:52 (UTC)
Site not found · GitHub Pages,http://anjaliy2906.github.io,Low,US,2026-04-08 02:36:30 (UTC)
Contact - Official Apple,http://www.gtfr.2bd.net,Critical,GB,2026-04-08 02:37:16 (UTC)
,http://volksbank.de.sicherheits.digital,Critical,TR,2026-04-08 02:38:03 (UTC)
