title,domain,score,country_code,reg_dtime
mileschalcraft.com | 520: Web server is returning an unknown error,http://pay-chatgpt.mileschalcraft.com,Critical,,2026-04-12 02:20:38 (UTC)
404 Error: Page Not Found | Wix Studio,http://gettingstarts.wixstudio.com,Low,US,2026-04-12 02:21:10 (UTC)
Suspected phishing site | Cloudflare,http://io-login-andex.pages.dev,Critical,,2026-04-12 02:22:00 (UTC)
Site not found · GitHub Pages,http://tramposdovinao.github.io,Low,US,2026-04-12 02:22:38 (UTC)
Suspected phishing site | Cloudflare,http://financieracontiamiga.pages.dev,Low,,2026-04-12 02:23:15 (UTC)
404 Error: Page Not Found | Wix Studio,http://startedldger-live.wixstudio.com,Low,US,2026-04-12 02:23:55 (UTC)
Site not found · GitHub Pages,http://sweta1612.github.io,Low,US,2026-04-12 02:24:24 (UTC)
Suspected phishing site | Cloudflare,http://appbiaprotege.digital,Critical,,2026-04-12 02:25:09 (UTC)
404 Error: Page Not Found | Wix Studio,http://userbridge.wixstudio.com,Low,US,2026-04-12 02:25:52 (UTC)
Suspected phishing site | Cloudflare,http://w1.suporte-bia.app,Critical,,2026-04-12 02:26:44 (UTC)
,http://allegro.01305.rest,Critical,BG,2026-04-12 02:27:30 (UTC)
Suspected phishing site | Cloudflare,http://cfs-f2p.pages.dev,Low,,2026-04-12 02:28:00 (UTC)
Suspected phishing site | Cloudflare,http://ws.pontos-valoriza.app,Critical,,2026-04-12 02:28:35 (UTC)
Suspected phishing site | Cloudflare,http://jupitertestresolve.pages.dev,Low,,2026-04-12 02:29:13 (UTC)
Suspected phishing site | Cloudflare,http://live-en-ladgor.pages.dev,Low,,2026-04-12 02:29:45 (UTC)
Deployment Unavailable,http://verication-casefb657925.vercel.app,Low,US,2026-04-12 02:30:26 (UTC)
,http://grhg-fff-0054.tor1.digitaloceanspaces.com,Low,US,2026-04-12 02:31:05 (UTC)
Banco Pichincha,http://www.derviemprendeecuador223.vercel.app,Low,US,2026-04-12 02:31:39 (UTC)
,http://steamconmunlty.com,Critical,IR,2026-04-12 02:32:29 (UTC)
,http://allegro.pl-oferta763248.click,Critical,,2026-04-12 02:33:03 (UTC)
