title,domain,score,country_code,reg_dtime
Suspected phishing site | Cloudflare,http://member15.marketing-agency-network.com,Critical,,2026-05-15 02:20:34 (UTC)
Suspected phishing site | Cloudflare,http://setup-ledgeri.pages.dev,Low,,2026-05-15 02:21:16 (UTC)
Site not found · GitHub Pages,http://veronicacodes12.github.io,Low,US,2026-05-15 02:21:46 (UTC)
Welcome to OpenResty!,http://t-mobile.rwzbmq.top,Critical,,2026-05-15 02:22:49 (UTC)
Netflix,http://www.netflix-clone-five-iota.vercel.app,Critical,US,2026-05-15 02:23:52 (UTC)
Site not found · GitHub Pages,http://amrithachandrabose.github.io,Low,US,2026-05-15 02:24:54 (UTC)
404 Not Found,http://steemccommunity.com,Critical,,2026-05-15 02:25:25 (UTC)
Accounts Centre,http://meta-id17669.invoice-ads-manager.com,Critical,,2026-05-15 02:26:06 (UTC)
NETFLIX,http://n-project-2025-netflix.vercel.app,Critical,US,2026-05-15 02:27:09 (UTC)
Suspected phishing site | Cloudflare,http://leturioeyguertyliov-tyugyuqihuqireveriox.pages.dev,Low,,2026-05-15 02:28:21 (UTC)
Site not found · GitHub Pages,http://zeyneptiryaki.github.io,Low,US,2026-05-15 02:28:52 (UTC)
Welcome to OpenResty!,http://t-mobile.fwhlod.top,Critical,,2026-05-15 02:29:23 (UTC)
Not Found,http://pub-d68525cbc6144dcaaac2fc0354aa17dd.r2.dev,Low,,2026-05-15 02:30:26 (UTC)
Suspected phishing site | Cloudflare,http://en-us-setup-ledger.pages.dev,Low,,2026-05-15 02:31:38 (UTC)
Site not found,http://order27895.netlify.app,Low,SG,2026-05-15 02:32:09 (UTC)
dpd.ie-state.cyou,http://dpd.ie-state.cyou,Critical,,2026-05-15 02:32:40 (UTC)
Suspected phishing site | Cloudflare,http://ledgerlive-desktop--web.pages.dev,Low,,2026-05-15 02:33:32 (UTC)
Welcome to OpenResty!,http://t-mobile.vusocd.top,Critical,,2026-05-15 02:34:03 (UTC)
