title,domain,score,country_code,reg_dtime
Suspected Phishing | Cloudflare,http://nzdbmd-a2seg-3whto-c2g48m.pages.dev,Low,,2026-07-06 02:20:02 (UTC)
404 Error: Page Not Found | Wix Studio,http://connect-ledgecdn.wixstudio.com,Low,US,2026-07-06 02:20:23 (UTC)
404 Error: Page Not Found | Wix Studio,http://startio-ledzertart.wixstudio.com,Low,US,2026-07-06 02:20:44 (UTC)
500 Internal Server Error,http://allegrolokalnie.oferta0239600.cfd,Critical,,2026-07-06 02:21:05 (UTC)
Suspected Phishing | Cloudflare,http://draveta-gld-felmora-r6t8hp75.pages.dev,Low,,2026-07-06 02:21:26 (UTC)
welcome-BET365,http://b31m.top,Low,HK,2026-07-06 02:21:48 (UTC)
Site not found · GitHub Pages,http://rpyschool-ui.github.io,Low,US,2026-07-06 02:22:29 (UTC)
404 Error: Page Not Found | Wix Studio,http://homepage-trexzio.wixstudio.com,Low,US,2026-07-06 02:22:49 (UTC)
MoonPay Commerce | Sell more with crypto ⚡️,http://moonpay-commerce-o8bjttdzi-heliofi.vercel.app,Low,US,2026-07-06 02:23:10 (UTC)
72122648-oferta-pl.click | 522: Connection timed out,http://allegrolokalnie.72122648-oferta-pl.click,Critical,,2026-07-06 02:23:51 (UTC)
Garanti BBVA,http://nmrmplazagarageex.xyz,Critical,FR,2026-07-06 02:24:53 (UTC)
Suspected Phishing | Cloudflare,http://hrivok-selnar-1fd82e-njygh-4ab561.pages.dev,Low,,2026-07-06 02:25:24 (UTC)
,http://pichinchamiles.id,Critical,,2026-07-06 02:25:45 (UTC)
Suspected Phishing | Cloudflare,http://tregor-bridge.pages.dev,Low,,2026-07-06 02:26:05 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.ofeta-lokalna65915.shop,Low,PL,2026-07-06 02:26:26 (UTC)
alwaysdata,http://jourakolpol.alwaysdata.net,Low,FR,2026-07-06 02:27:08 (UTC)
MoonPay Commerce | Sell more with crypto ⚡️,http://moonpay-commerce-6xnwbvw2o-heliofi.vercel.app,Low,US,2026-07-06 02:27:39 (UTC)
Suspected Phishing | Cloudflare,http://bradesco.acessobanco.com,Critical,,2026-07-06 02:28:10 (UTC)
Suspected Phishing | Cloudflare,http://sp0ct0-xurnal-biz-krelta-fimvu.pages.dev,Low,,2026-07-06 02:28:30 (UTC)
verification-record-hub.pages.dev,http://verification-record-hub.pages.dev,Low,,2026-07-06 02:28:51 (UTC)
Suspected Phishing | Cloudflare,http://dravora-gld-lentavi-p3x8dk91.pages.dev,Low,,2026-07-06 02:29:22 (UTC)
Suspected Phishing | Cloudflare,http://eng-trzzr-bridge.pages.dev,Low,,2026-07-06 02:29:54 (UTC)
Suspected Phishing | Cloudflare,http://en-trzzer-bridge.pages.dev,Low,,2026-07-06 02:30:14 (UTC)
Suspected Phishing | Cloudflare,http://vormavi-gld-zentela-p9t1hd34.pages.dev,Low,,2026-07-06 02:30:35 (UTC)
welcome-BET365,http://b31j.top,Low,HK,2026-07-06 02:30:56 (UTC)
404 Error: Page Not Found | Wix Studio,http://startcdn-ldgre.wixstudio.com,Low,US,2026-07-06 02:31:27 (UTC)
Suspected Phishing | Cloudflare,http://sp0ct0-lurnex-biz-kralto-femvu.pages.dev,Low,,2026-07-06 02:31:48 (UTC)
Vérification CAPTCHA,http://www.frongivedonrousza.duckdns.org,Low,US,2026-07-06 02:32:08 (UTC)
Default Web Site Page,http://bzkvsjes.info,Critical,US,2026-07-06 02:32:39 (UTC)
404 Error: Page Not Found | Wix Studio,http://startsso-ledgrapps.wixstudio.com,Low,US,2026-07-06 02:33:10 (UTC)
Site not found · GitHub Pages,http://shital-gangawane.github.io,Low,US,2026-07-06 02:33:31 (UTC)
Suspected Phishing | Cloudflare,http://berzani-gld-larmora-a1x6hc84.pages.dev,Low,,2026-07-06 02:33:52 (UTC)
404 Not Found,http://royal-security-hub-profile-privacy-questions-upgrade.vograc.com,Critical,NL,2026-07-06 02:34:13 (UTC)
