title,domain,score,country_code,reg_dtime
BDVenlínea personas,http://ahoraconbdvobtenuncredito.vercel.app,Low,US,2026-08-08 02:20:02 (UTC)
WordPress Website,http://login-santanderkey.com,Critical,,2026-08-08 02:20:23 (UTC)
Roblox | Бесплатная раздача Robux,http://giftrobux.click,Critical,,2026-08-08 02:20:54 (UTC)
Suspected Phishing | Cloudflare,http://calendarbooking-team-ffd221d1eef9da6a.portal-01783827.workers.dev,Low,,2026-08-08 02:21:35 (UTC)
PayPal,http://logcoder-fawn.vercel.app,Low,US,2026-08-08 02:22:17 (UTC)
Mail,http://9000-firebase-dod-1781591645062.cluster-lqzyk3r5hzdcaqv6zwm7wv6pwa.cloudworkstations.dev,Low,US,2026-08-08 02:22:48 (UTC)
Aktivasi Saldo DANA,http://dnid-two.vercel.app,Low,US,2026-08-08 02:23:09 (UTC)
Redirecting...,http://coinbase-pro-login-cleared.net.ph,Critical,US,2026-08-08 02:23:29 (UTC)
votre-point8.pro,http://co7367049.pro,Critical,AE,2026-08-08 02:24:01 (UTC)
Suspected Phishing | Cloudflare,http://xlbdw83-vnzkt104vzk-3c6d7f-msp28.pages.dev,Low,,2026-08-08 02:24:32 (UTC)
Suspected Phishing | Cloudflare,http://live-ledgrs-en.pages.dev,Low,,2026-08-08 02:24:52 (UTC)
Suspected Phishing | Cloudflare,http://sock-zizifn-us.254052671.workers.dev,Low,,2026-08-08 02:25:13 (UTC)
Facebook,http://xvtly34lkww-snhgj54zwur-7b8f1a-snq03x.pages.dev,Safe,,2026-08-08 02:25:34 (UTC)
https://www.face-book-book.blogspot.com/,http://www.face-book-book.blogspot.com,Safe,US,2026-08-08 02:26:15 (UTC)
Site not found · GitHub Pages,http://1cliente-m-limpfeirao.shop,Critical,US,2026-08-08 02:26:56 (UTC)
Deployment Unavailable,http://spotify-delta-snowy.vercel.app,Low,US,2026-08-08 02:27:38 (UTC)
Transfer Trust Wallet,http://www.bnb-verify.vercel.app,Low,US,2026-08-08 02:28:09 (UTC)
Apple Support,http://6a71c0b8a1b80432d7053a3b--melodic-cendol-596259.netlify.app,Low,SG,2026-08-08 02:28:29 (UTC)
Seleccionar Cupo,http://www.micuposolidario-credito.vercel.app,Low,US,2026-08-08 02:28:50 (UTC)
Ledger — Expense & Investment Manager,http://my-ledger-8ff4d.firebaseapp.com,Low,US,2026-08-08 02:29:11 (UTC)
WhatsApp - Login,http://whatsapp.stephenpaulraj.com,Critical,IN,2026-08-08 02:29:42 (UTC)
Suspected Phishing | Cloudflare,http://heralds.pages.dev,Low,,2026-08-08 02:30:13 (UTC)
Site is created successfully!,http://luderlawe.com,Critical,US,2026-08-08 02:30:34 (UTC)
Site Not Found | Framer,http://trazurostartiio.framer.website,Low,NL,2026-08-08 02:31:05 (UTC)
Attention Required! | Cloudflare,http://seguro.livesuporteaqui.com,Critical,,2026-08-08 02:31:26 (UTC)
https://www.whatsappfreewhatsapp.blogspot.com/,http://www.whatsappfreewhatsapp.blogspot.com,Safe,US,2026-08-08 02:31:47 (UTC)
ZE Express | Bebidas geladas,http://express-zebebidas.shop,Critical,SE,2026-08-08 02:32:07 (UTC)
Suspected Phishing | Cloudflare,http://bradesco.biaempresachat.info,Critical,,2026-08-08 02:32:49 (UTC)
404 Error: Page Not Found | Wix.com,http://inboxlist.wixsite.com,Low,US,2026-08-08 02:33:10 (UTC)
Suspected Phishing | Cloudflare,http://ezb.34fsfat.workers.dev,Low,,2026-08-08 02:33:31 (UTC)
Suspected Phishing | Cloudflare,http://home-coinbase-log.pages.dev,Critical,,2026-08-08 02:34:22 (UTC)
Suspected Phishing | Cloudflare,http://portal-led-ger-live.pages.dev,Low,,2026-08-08 02:35:04 (UTC)
Sign in to Xfinity,http://webdisk.20-244-0-63.cprapid.com,Low,IN,2026-08-08 02:35:35 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.pl-98173.click,Low,US,2026-08-08 02:36:05 (UTC)
Error,http://panel-dateintrictional.help,Critical,,2026-08-08 02:36:47 (UTC)
Banco do Brasil,http://bancodobrasil-parceiros.com,Critical,,2026-08-08 02:37:07 (UTC)
,http://wvww-roblox.co,Critical,,2026-08-08 02:37:28 (UTC)
Facebook,http://telvora-nqx-zarqumi-a1x4dp37.pages.dev,Safe,,2026-08-08 02:37:49 (UTC)
Netflix clone,http://netflix-clone-gilt-phi.vercel.app,Critical,US,2026-08-08 02:38:20 (UTC)
Suspected Phishing | Cloudflare,http://trahanappraisals.owqpbydmtheu.workers.dev,Low,,2026-08-08 02:39:11 (UTC)
Site not found · GitHub Pages,http://khordvn2222-wq.github.io,Low,US,2026-08-08 02:39:32 (UTC)
Suspected Phishing | Cloudflare,http://shared-adobed.pages.dev,Low,,2026-08-08 02:40:13 (UTC)
PORTAL - Mail Authentication,http://secure-page-builder--bigpride007.replit.app,Low,US,2026-08-08 02:40:34 (UTC)
ZE Express | Bebidas geladas,http://express-ze-delivery.shop,Critical,SE,2026-08-08 02:41:05 (UTC)
https://login-wellsfargo.blogspot.com/,http://login-wellsfargo.blogspot.com,Critical,US,2026-08-08 02:41:46 (UTC)
Suspected Phishing | Cloudflare,http://exo--dus---web.pages.dev,Low,,2026-08-08 02:42:07 (UTC)
,http://service-xoom-be.com,Critical,PK,2026-08-08 02:42:28 (UTC)
Suspected Phishing | Cloudflare,http://lnkmlnjqlnjklnzmlnjmlnzmlmkulnjmlnkylnkqlmkylnzclnzalmkqlnjklnk.hasler.workers.dev,Low,,2026-08-08 02:42:59 (UTC)
Facebook +,http://facebook-developers.blogspot.com,Low,US,2026-08-08 02:43:30 (UTC)
Registered & Protected by MarkMonitor,http://drive--google.com,Critical,US,2026-08-08 02:44:01 (UTC)
Site not found,http://dancing-tulumba-0bb91d.netlify.app,Low,SG,2026-08-08 02:44:52 (UTC)
Livelo — Celebre. Pontue. Repita.,http://livelo-promo.vercel.app,Low,US,2026-08-08 02:45:24 (UTC)
,http://amazon-prime.one,Critical,US,2026-08-08 02:45:45 (UTC)
Instagram,http://www.todosobreinstagram.blogspot.com,Low,US,2026-08-08 02:46:16 (UTC)
Suspected Phishing | Cloudflare,http://acessopessoafisica.cc,Critical,,2026-08-08 02:46:57 (UTC)
Suspected Phishing | Cloudflare,http://bridge-terzor-io-en.pages.dev,Low,,2026-08-08 02:47:18 (UTC)
votre-point8.pro,http://votre-point8.pro,Critical,AE,2026-08-08 02:47:39 (UTC)
Suspected Phishing | Cloudflare,http://tresr-io-sart-info.pages.dev,Low,,2026-08-08 02:48:10 (UTC)
Site Not Found | Framer,http://blissful-pages-854004.framer.app,Low,NL,2026-08-08 02:48:30 (UTC)
PORTAL - example.com Mail Authentication,http://secure-documents--files056.replit.app,Low,US,2026-08-08 02:48:51 (UTC)
Suspected Phishing | Cloudflare,http://nameless-credit-9d21.othersmx.workers.dev,Low,,2026-08-08 02:49:23 (UTC)
dfgs5cpjrjljg7hdlpagx.securelink-hq.com,http://dfgs5cpjrjljg7hdlpagx.securelink-hq.com,Critical,US,2026-08-08 02:49:43 (UTC)
