title,domain,score,country_code,reg_dtime
Suspected Phishing | Cloudflare,http://sp10ct-norem-biz8-lurep-zafik-er0.pages.dev,Low,,2026-08-06 02:20:02 (UTC)
Sign in - Google Accounts,http://moonlit-phoenix-8039b7.netlify.app,Low,SG,2026-08-06 02:20:44 (UTC)
Suspected Phishing | Cloudflare,http://c2u4q-xfo-6hlle-e9w8-d8iv70.pages.dev,Low,,2026-08-06 02:22:16 (UTC)
Facebook,http://sp10ct-nurek-biz8-farem-zovil.pages.dev,Safe,,2026-08-06 02:22:57 (UTC)
Worker threw exception | cool-lake-cd93.hothanhhaibohl74261.workers.dev | Cloudflare,http://cool-lake-cd93.hothanhhaibohl74261.workers.dev,Low,,2026-08-06 02:23:28 (UTC)
Netflix,http://steady-rugelach-5e850b.netlify.app,Low,SG,2026-08-06 02:23:59 (UTC)
Facebook,http://sp10ct-norek-biz8-luzam-firev.pages.dev,Safe,,2026-08-06 02:24:30 (UTC)
Energen - Free Bootstrap 4 Template by Colorlib,http://gateareis.vu,Critical,GB,2026-08-06 02:25:11 (UTC)
Facebook,http://sp10ct-jurev-biz8-korem-lafik.pages.dev,Safe,,2026-08-06 02:25:53 (UTC)
Disney + 流媒体影视 – Disney + 流媒体影视电脑端影片调研工具下载 | 分类浏览动画、纪实剧集，方便内容创作者汲取合家欢题材创作参考范本,http://cn-netflix.cn,Critical,US,2026-08-06 02:26:24 (UTC)
,http://allegrolokalnie.pl-480918958912.lol,Critical,,2026-08-06 02:26:44 (UTC)
Suspected Phishing | Cloudflare,http://ledger-livei.pages.dev,Low,,2026-08-06 02:27:05 (UTC)
404 Not Found,http://hypoatory.epyc5c.info,Critical,ID,2026-08-06 02:27:37 (UTC)
Suspected Phishing | Cloudflare,http://sp5ct6-slapnex-biz-travlor-durnik.pages.dev,Low,,2026-08-06 02:28:07 (UTC)
Chase Sapphire® — Generative Experience,http://chase-sapphire-ace-demo.vercel.app,Low,US,2026-08-06 02:28:28 (UTC)
Sign in - Google Accounts,http://loquacious-naiad-5360db.netlify.app,Low,SG,2026-08-06 02:28:49 (UTC)
,http://heptary.n9c5nf.info,Critical,ID,2026-08-06 02:29:10 (UTC)
Amazon Project,http://www.amazon-project-theta.vercel.app,Low,US,2026-08-06 02:29:31 (UTC)
facebook,http://www.facebook-five-gamma.vercel.app,Critical,US,2026-08-06 02:30:02 (UTC)
Welcome,http://ebay-wholesale.com,Critical,,2026-08-06 02:30:23 (UTC)
Suspected Phishing | Cloudflare,http://ledger-dsktop.pages.dev,Low,,2026-08-06 02:31:04 (UTC)
Suspected Phishing | Cloudflare,http://sp10ct-gurek-biz8-morel-zafid.pages.dev,Low,,2026-08-06 02:31:35 (UTC)
,http://areaacity.pswci2.info,Critical,ID,2026-08-06 02:32:16 (UTC)
This app isn't live yet,http://secure-page-builder--dolangroupllc.replit.app,Low,US,2026-08-06 02:32:47 (UTC)
Suspected Phishing | Cloudflare,http://sp10ct-purek-biz8-lofam-dazer.pages.dev,Low,,2026-08-06 02:33:28 (UTC)
Instagram,http://samirnazar606-dot.github.io,Low,US,2026-08-06 02:33:49 (UTC)
TikTok Bonus,http://campofficial.vercel.app,Low,US,2026-08-06 02:34:10 (UTC)
Sign in to Xfinity,http://effervescent-salamander-51d833.netlify.app,Low,SG,2026-08-06 02:34:41 (UTC)
Suspected Phishing | Cloudflare,http://sp12ct-fremik-biz-zansel-kordav.pages.dev,Low,,2026-08-06 02:35:02 (UTC)
Sign in - Google Accounts,http://lighthearted-zabaione-c450ce.netlify.app,Low,SG,2026-08-06 02:36:04 (UTC)
Site not found · GitHub Pages,http://rajnishyadav311.github.io,Low,US,2026-08-06 02:36:55 (UTC)
https://facebooklogin561.blogspot.com/,http://facebooklogin561.blogspot.com,Safe,US,2026-08-06 02:37:36 (UTC)
Page not found,http://page-custommojhp4ut-1ge.othersmx.workers.dev,Low,,2026-08-06 02:38:17 (UTC)
Site not found,http://tangerine-travesseiro-d39cc1.netlify.app,Low,SG,2026-08-06 02:38:48 (UTC)
Site not found,http://cute-dodol-ddeed3.netlify.app,Low,SG,2026-08-06 02:39:09 (UTC)
TikTok Bonus,http://www.campofficial.vercel.app,Low,US,2026-08-06 02:39:30 (UTC)
Welcome to nginx!,http://yaquiesta.estuyo.club,Critical,,2026-08-06 02:39:51 (UTC)
Site not found · GitHub Pages,http://ashtondamichotte-create.github.io,Low,US,2026-08-06 02:40:12 (UTC)
,http://btuabilit2026.2hnsfm.info,Critical,ID,2026-08-06 02:40:32 (UTC)
404 Not Found,http://solieasy.pez8is.info,Critical,ID,2026-08-06 02:41:04 (UTC)
Disney + 流媒体影视 – Disney + 流媒体影视 PC 桌面阅览客户端下载 | 归集漫威、星战系列影视素材，参考海外影视叙事与镜头美术设计思路,http://web-netflix.cn,Critical,US,2026-08-06 02:41:25 (UTC)
Suspected Phishing | Cloudflare,http://connect-ledger-live-en.pages.dev,Low,,2026-08-06 02:41:56 (UTC)
Suspected Phishing | Cloudflare,http://telmora-gld-zormela-r8t7hq14.pages.dev,Low,,2026-08-06 02:42:27 (UTC)
Suspected Phishing | Cloudflare,http://ledgerr-a5u.pages.dev,Low,,2026-08-06 02:42:58 (UTC)
https://www.aomazzz69.blogspot.com/,http://www.aomazzz69.blogspot.com,Safe,US,2026-08-06 02:43:29 (UTC)
Worker threw exception | sp10ct-yafor-biz8-murel-dokem.pages.dev | Cloudflare,http://sp10ct-yafor-biz8-murel-dokem.pages.dev,Low,,2026-08-06 02:44:00 (UTC)
,http://oursive.rfjz3i.info,Critical,ID,2026-08-06 02:44:21 (UTC)
